Estado;Localidade;CEP Inicial
AC;Acrelândia;69945000
AC;Assis Brasil;69935000
AC;Brasiléia;69932000
AC;Bujari;69926000
AC;Capixaba;69931000
AC;Cruzeiro do Sul;69980000
AC;Epitaciolândia;69934000
AC;Feijó;69960000
AC;Jordão;69975000
AC;Mâncio Lima;69990000
AC;Manoel Urbano;69950000
AC;Marechal Thaumaturgo;69983000
AC;Plácido de Castro;69928000
AC;Porto Acre;69927000
AC;Porto Walter;69982000
AC;Rio Branco;69900001
AC;Rio Branco;69900001
AC;Rodrigues Alves;69985000
AC;Santa Rosa do Purus;69955000
AC;Sena Madureira;69940000
AC;Senador Guiomard;69925000
AC;Tarauacá;69970000
AC;Xapuri;69930000
AL;Água Branca;57490000
AL;Anadia;57660000
AL;Arapiraca;57300001
AL;Arapiraca;57300001
AL;Atalaia;57690000
AL;Barra de Santo Antônio;57925000
AL;Barra de São Miguel;57180000
AL;Batalha;57420000
AL;Belém;57630000
AL;Belo Monte;57435000
AL;Boca da Mata;57680000
AL;Branquinha;57830000
AL;Cacimbinhas;57570000
AL;Cajueiro;57770000
AL;Campestre;57968000
AL;Campo Alegre;57250000
AL;Campo Grande;57350000
AL;Canapi;57530000
AL;Capela;57780000
AL;Carneiros;57535000
AL;Chã Preta;57760000
AL;Coité do Nóia;57325000
AL;Colônia Leopoldina;57975000
AL;Coqueiro Seco;57140000
AL;Coruripe;57230000
AL;Craíbas;57320000
AL;Delmiro Gouveia;57480000
AL;Dois Riachos;57560000
AL;Estrela de Alagoas;57625000
AL;Feira Grande;57340000
AL;Feliz Deserto;57220000
AL;Flexeiras;57995000
AL;Girau do Ponciano;57360000
AL;Ibateguara;57890000
AL;Igaci;57620000
AL;Igreja Nova;57280000
AL;Inhapi;57545000
AL;Jacaré dos Homens;57430000
AL;Jacuípe;57960000
AL;Japaratinga;57950000
AL;Jaramataia;57425000
AL;Jequiá da Praia;57255000
AL;Joaquim Gomes;57980000
AL;Jundiá;57965000
AL;Junqueiro;57270000
AL;Lagoa da Canoa;57330000
AL;Limoeiro de Anadia;57260000
AL;Maceió;57000001
AL;Maceió;57000001
AL;Major Isidoro;57580000
AL;Mar Vermelho;57730000
AL;Maragogi;57955000
AL;Maravilha;57520000
AL;Marechal Deodoro;57160000
AL;Maribondo;57670000
AL;Mata Grande;57540000
AL;Matriz de Camaragibe;57910000
AL;Messias;57990000
AL;Minador do Negrão;57615000
AL;Monteirópolis;57440000
AL;Murici;57820000
AL;Novo Lino;57970000
AL;Olho D'Água das Flores;57442000
AL;Olho D'Água do Casado;57470000
AL;Olho D'Água Grande;57390000
AL;Olivença;57550000
AL;Ouro Branco;57525000
AL;Palestina;57410000
AL;Palmeira dos Índios;57600001
AL;Palmeira dos Índios;57600001
AL;Pão de Açúcar;57400000
AL;Pariconha;57475000
AL;Paripueira;57935000
AL;Passo de Camaragibe;57930000
AL;Paulo Jacinto;57740000
AL;Penedo;57200000
AL;Piaçabuçu;57210000
AL;Pilar;57150000
AL;Pindoba;57720000
AL;Piranhas;57460000
AL;Poço das Trincheiras;57510000
AL;Porto Calvo;57900000
AL;Porto de Pedras;57945000
AL;Porto Real do Colégio;57290000
AL;Quebrangulo;57750000
AL;Rio Largo;57100000
AL;Roteiro;57257000
AL;Santa Luzia do Norte;57130000
AL;Santana do Ipanema;57500000
AL;Santana do Mundaú;57840000
AL;São Brás;57380000
AL;São José da Laje;57860000
AL;São José da Tapera;57445000
AL;São Luís do Quitunde;57920000
AL;São Miguel dos Campos;57240001
AL;São Miguel dos Campos;57240001
AL;São Miguel dos Milagres;57940000
AL;São Sebastião;57275000
AL;Satuba;57120000
AL;Senador Rui Palmeira;57515000
AL;Tanque D'Arca;57635000
AL;Taquarana;57640000
AL;Teotônio Vilela;57265000
AL;Traipu;57370000
AL;União dos Palmares;57800000
AL;Viçosa;57700000
AM;Alvarães;69540000
AM;Amaturá;69620000
AM;Anamã;69445000
AM;Anori;69440000
AM;Apuí;69265000
AM;Atalaia do Norte;69650000
AM;Autazes;69240000
AM;Barcelos;69700000
AM;Barreirinha;69160000
AM;Benjamin Constant;69630000
AM;Beruri;69430000
AM;Boa Vista do Ramos;69195000
AM;Boca do Acre;69850000
AM;Borba;69200000
AM;Caapiranga;69425000
AM;Canutama;69820000
AM;Carauari;69500000
AM;Careiro;69250000
AM;Careiro da Várzea;69255000
AM;Coari;69460000
AM;Codajás;69450000
AM;Eirunepé;69880000
AM;Envira;69870000
AM;Fonte Boa;69670000
AM;Guajará;69895000
AM;Humaitá;69800000
AM;Ipixuna;69890000
AM;Iranduba;69415000
AM;Itacoatiara;69100001
AM;Itacoatiara;69100001
AM;Itamarati;69510000
AM;Itapiranga;69120000
AM;Japurá;69495000
AM;Juruá;69520000
AM;Jutaí;69660000
AM;Lábrea;69830000
AM;Manacapuru;69400001
AM;Manacapuru;69400001
AM;Manaquiri;69435000
AM;Manaus;69000001
AM;Manaus;69000001
AM;Manicoré;69280000
AM;Maraã;69490000
AM;Maués;69190000
AM;Nhamundá;69140000
AM;Nova Olinda do Norte;69230000
AM;Novo Airão;69730000
AM;Novo Aripuanã;69260000
AM;Parintins;69150001
AM;Parintins;69150001
AM;Pauini;69860000
AM;Presidente Figueiredo;69735000
AM;Rio Preto da Eva;69117000
AM;Santa Isabel do Rio Negro;69740000
AM;Santo Antônio do Içá;69680000
AM;São Gabriel da Cachoeira;69750000
AM;São Paulo de Olivença;69600000
AM;São Sebastião do Uatumã;69135000
AM;Silves;69114000
AM;Tabatinga;69640000
AM;Tapauá;69480000
AM;Tefé;69550001
AM;Tefé;69550001
AM;Tonantins;69685000
AM;Uarini;69530000
AM;Urucará;69130000
AM;Urucurituba;69180000
AP;Amapá;68950000
AP;Calçoene;68960000
AP;Cutias;68973000
AP;Ferreira Gomes;68915000
AP;Itaubal;68976000
AP;Laranjal do Jari;68920000
AP;Macapá;68900001
AP;Macapá;68900001
AP;Mazagão;68940000
AP;Oiapoque;68980000
AP;Pedra Branca do Amaparí;68945000
AP;Porto Grande;68997000
AP;Pracuúba;68918000
AP;Santana;68925001
AP;Santana;68925001
AP;Serra do Navio;68948000
AP;Tartarugalzinho;68990000
AP;Vitória do Jari;68924000
BA;Abaíra;46690000
BA;Abaré;48680000
BA;Acajutiba;48360000
BA;Adustina;48435000
BA;Água Fria;48170000
BA;Aiquara;45220000
BA;Alagoinhas;48000001
BA;Alagoinhas;48000001
BA;Alcobaça;45910000
BA;Almadina;45640000
BA;Amargosa;45300000
BA;Amélia Rodrigues;44230000
BA;América Dourada;44910000
BA;Anagé;45180000
BA;Andaraí;46830000
BA;Andorinha;48990000
BA;Angical;47960000
BA;Anguera;44670000
BA;Antas;48420000
BA;Antônio Cardoso;44180000
BA;Antônio Gonçalves;44780000
BA;Aporá;48350000
BA;Apuarema;45355000
BA;Araçás;48108000
BA;Aracatu;46130000
BA;Araci;48760000
BA;Aramari;48130000
BA;Arataca;45695000
BA;Aratuípe;44490000
BA;Aurelino Leal;45675000
BA;Baianópolis;47830000
BA;Baixa Grande;44620000
BA;Banzaê;48405000
BA;Barra;47100000
BA;Barra da Estiva;46650000
BA;Barra do Choça;45120000
BA;Barra do Mendes;44990000
BA;Barra do Rocha;45560000
BA;Barreiras;47800001
BA;Barreiras;47800001
BA;Barro Alto;44895000
BA;Barro Preto;45625000
BA;Barrocas;48705000
BA;Belmonte;45800000
BA;Belo Campo;45160000
BA;Biritinga;48780000
BA;Boa Nova;45250000
BA;Boa Vista do Tupim;46850000
BA;Bom Jesus da Lapa;47600000
BA;Bom Jesus da Serra;45263000
BA;Boninal;46740000
BA;Bonito;46820000
BA;Boquira;46530000
BA;Botuporã;46570000
BA;Brejões;45325000
BA;Brejolândia;47750000
BA;Brotas de Macaúbas;47560000
BA;Brumado;46100000
BA;Buerarema;45615000
BA;Buritirama;47120000
BA;Caatiba;45130000
BA;Cabaceiras do Paraguaçu;44345000
BA;Cachoeira;44300000
BA;Caculé;46300000
BA;Caém;44730000
BA;Caetanos;45265000
BA;Caetité;46400000
BA;Cafarnaum;44880000
BA;Cairu;45420000
BA;Caldeirão Grande;44750000
BA;Camacan;45880000
BA;Camaçari;42800001
BA;Camaçari;42800001
BA;Camamu;45445000
BA;Campo Alegre de Lourdes;47220000
BA;Campo Formoso;44790000
BA;Canápolis;47730000
BA;Canarana;44890000
BA;Canavieiras;45860000
BA;Candeal;48710000
BA;Candeias;43800001
BA;Candeias;43800001
BA;Candiba;46380000
BA;Cândido Sales;45157000
BA;Cansanção;48840000
BA;Canudos;48520000
BA;Capela do Alto Alegre;44645000
BA;Capim Grosso;44695000
BA;Caraíbas;45177000
BA;Caravelas;45900000
BA;Cardeal da Silva;48390000
BA;Carinhanha;46445000
BA;Casa Nova;47300000
BA;Castro Alves;44500000
BA;Catolândia;47845000
BA;Catu;48110000
BA;Caturama;46575000
BA;Central;44940000
BA;Chorrochó;48660000
BA;Cícero Dantas;48410000
BA;Cipó;48450000
BA;Coaraci;45638000
BA;Cocos;47680000
BA;Conceição da Feira;44320000
BA;Conceição do Almeida;44540000
BA;Conceição do Coité;48730000
BA;Conceição do Jacuípe;44245000
BA;Conde;48300000
BA;Condeúba;46200000
BA;Contendas do Sincorá;46620000
BA;Coração de Maria;44250000
BA;Cordeiros;46280000
BA;Coribe;47690000
BA;Coronel João Sá;48590000
BA;Correntina;47650000
BA;Cotegipe;47900000
BA;Cravolândia;45330000
BA;Crisópolis;48480000
BA;Cristópolis;47950000
BA;Cruz das Almas;44380000
BA;Curaçá;48930000
BA;Dário Meira;45590000
BA;Dias D'Ávila;42850000
BA;Dom Basílio;46165000
BA;Dom Macedo Costa;44560000
BA;Elísio Medrado;45305000
BA;Encruzilhada;45150000
BA;Entre Rios;48180000
BA;Érico Cardoso;46180000
BA;Esplanada;48370000
BA;Euclides da Cunha;48500000
BA;Eunápolis;45820001
BA;Eunápolis;45820001
BA;Fátima;48415000
BA;Feira da Mata;46446000
BA;Feira de Santana;44000001
BA;Feira de Santana;44000001
BA;Filadélfia;44775000
BA;Firmino Alves;45720000
BA;Floresta Azul;45740000
BA;Formosa do Rio Preto;47990000
BA;Gandu;45450000
BA;Gavião;44650000
BA;Gentio do Ouro;47450000
BA;Glória;48620000
BA;Gongogi;45540000
BA;Governador Mangabeira;44350000
BA;Guajeru;46205000
BA;Guanambi;46430000
BA;Guaratinga;45840000
BA;Heliópolis;48445000
BA;Iaçu;46860000
BA;Ibiassucê;46390000
BA;Ibicaraí;45745000
BA;Ibicoara;46760000
BA;Ibicuí;45290000
BA;Ibipeba;44970000
BA;Ibipitanga;46540000
BA;Ibiquera;46840000
BA;Ibirapitanga;45500000
BA;Ibirapuã;45940000
BA;Ibirataia;45580000
BA;Ibitiara;46700000
BA;Ibititá;44960000
BA;Ibotirama;47520000
BA;Ichu;48725000
BA;Igaporã;46490000
BA;Igrapiúna;45443000
BA;Iguaí;45280000
BA;Ilhéus;45650001
BA;Ilhéus;45650001
BA;Inhambupe;48490000
BA;Ipecaetá;44680000
BA;Ipiaú;45570000
BA;Ipirá;44600000
BA;Ipupiara;47590000
BA;Irajuba;45370000
BA;Iramaia;46770000
BA;Iraquara;46980000
BA;Irará;44255000
BA;Irecê;44900000
BA;Itabela;45848000
BA;Itaberaba;46880000
BA;Itabuna;45600001
BA;Itabuna;45600001
BA;Itacaré;45530000
BA;Itaeté;46790000
BA;Itagi;45230000
BA;Itagibá;45585000
BA;Itagimirim;45850000
BA;Itaguaçu da Bahia;47440000
BA;Itaju do Colônia;45730000
BA;Itajuípe;45630000
BA;Itamaraju;45836000
BA;Itamari;45455000
BA;Itambé;45140000
BA;Itanagra;48290000
BA;Itanhém;45970000
BA;Itaparica;44460000
BA;Itapé;45750000
BA;Itapebi;45855000
BA;Itapetinga;45700000
BA;Itapicuru;48475000
BA;Itapitanga;45645000
BA;Itaquara;45340000
BA;Itarantim;45780000
BA;Itatim;46875000
BA;Itiruçu;45350000
BA;Itiúba;48850000
BA;Itororó;45710000
BA;Ituaçu;46640000
BA;Ituberá;45435000
BA;Iuiu;46438000
BA;Jaborandi;47655000
BA;Jacaraci;46310000
BA;Jacobina;44700000
BA;Jaguaquara;45345000
BA;Jaguarari;48960000
BA;Jaguaripe;44480000
BA;Jandaíra;48310000
BA;Jequié;45200001
BA;Jequié;45200001
BA;Jeremoabo;48540000
BA;Jiquiriçá;45470000
BA;Jitaúna;45225000
BA;João Dourado;44920000
BA;Juazeiro;48900001
BA;Juazeiro;48900001
BA;Jucuruçu;45834000
BA;Jussara;44925000
BA;Jussari;45622000
BA;Jussiape;46670000
BA;Lafaiete Coutinho;45215000
BA;Lagoa Real;46425000
BA;Laje;45490000
BA;Lajedão;45950000
BA;Lajedinho;46825000
BA;Lajedo do Tabocal;45365000
BA;Lamarão;48720000
BA;Lapão;44905000
BA;Lauro de Freitas;42700001
BA;Lauro de Freitas;42700001
BA;Lençóis;46960000
BA;Licínio de Almeida;46330000
BA;Livramento de Nossa Senhora;46140000
BA;Luís Eduardo Magalhães;47850000
BA;Macajuba;46805000
BA;Macarani;45760000
BA;Macaúbas;46500000
BA;Macururé;48650000
BA;Madre de Deus;42600000
BA;Maetinga;46255000
BA;Maiquinique;45770000
BA;Mairi;44630000
BA;Malhada;46440000
BA;Malhada de Pedras;46110000
BA;Manoel Vitorino;45240000
BA;Mansidão;47160000
BA;Maracás;45360000
BA;Maragogipe;44420000
BA;Maraú;45520000
BA;Marcionílio Souza;46780000
BA;Mascote;45870000
BA;Mata de São João;48280000
BA;Matina;46480000
BA;Medeiros Neto;45960000
BA;Miguel Calmon;44720000
BA;Milagres;45315000
BA;Mirangaba;44745000
BA;Mirante;45255000
BA;Monte Santo;48800000
BA;Morpará;47580000
BA;Morro do Chapéu;44850000
BA;Mortugaba;46290000
BA;Mucugê;46750000
BA;Mucuri;45930000
BA;Mulungu do Morro;44885000
BA;Mundo Novo;44800000
BA;Muniz Ferreira;44575000
BA;Muquém de São Francisco;47115000
BA;Muritiba;44340000
BA;Mutuípe;45480000
BA;Nazaré;44400000
BA;Nilo Peçanha;45440000
BA;Nordestina;48870000
BA;Nova Canaã;45270000
BA;Nova Fátima;44642000
BA;Nova Ibiá;45452000
BA;Nova Itarana;45390000
BA;Nova Redenção;46835000
BA;Nova Soure;48460000
BA;Nova Viçosa;45920000
BA;Novo Horizonte;46730000
BA;Novo Triunfo;48455000
BA;Olindina;48470000
BA;Oliveira dos Brejinhos;47530000
BA;Ouriçangas;48150000
BA;Ourolândia;44718000
BA;Palmas de Monte Alto;46460000
BA;Palmeiras;46930000
BA;Paramirim;46190000
BA;Paratinga;47500000
BA;Paripiranga;48430000
BA;Pau Brasil;45890000
BA;Paulo Afonso;48600001
BA;Paulo Afonso;48600001
BA;Pé de Serra;44655000
BA;Pedrão;48140000
BA;Pedro Alexandre;48580000
BA;Piatã;46765000
BA;Pilão Arcado;47240000
BA;Pindaí;46360000
BA;Pindobaçu;44770000
BA;Pintadas;44610000
BA;Piraí do Norte;45436000
BA;Piripá;46270000
BA;Piritiba;44830000
BA;Planaltino;45375000
BA;Planalto;45190000
BA;Poções;45260000
BA;Pojuca;48120000
BA;Ponto Novo;44755000
BA;Porto Seguro;45810000
BA;Potiraguá;45790000
BA;Prado;45980000
BA;Presidente Dutra;44930000
BA;Presidente Jânio Quadros;46250000
BA;Presidente Tancredo Neves;45416000
BA;Queimadas;48860000
BA;Quijingue;48830000
BA;Quixabeira;44713000
BA;Rafael Jambeiro;44520000
BA;Remanso;47200000
BA;Retirolândia;48750000
BA;Riachão das Neves;47970000
BA;Riachão do Jacuípe;44640000
BA;Riacho de Santana;46470000
BA;Ribeira do Amparo;48440000
BA;Ribeira do Pombal;48400000
BA;Ribeirão do Largo;45155000
BA;Rio de Contas;46170000
BA;Rio do Antônio;46220000
BA;Rio do Pires;46550000
BA;Rio Real;48330000
BA;Rodelas;48630000
BA;Ruy Barbosa;46800000
BA;Salinas da Margarida;44450000
BA;Salvador;40000001
BA;Salvador;40000001
BA;Santa Bárbara;44150000
BA;Santa Brígida;48570000
BA;Santa Cruz Cabrália;45807000
BA;Santa Cruz da Vitória;45725000
BA;Santa Inês;45320000
BA;Santa Luzia;45865000
BA;Santa Maria da Vitória;47640000
BA;Santa Rita de Cássia;47150000
BA;Santa Teresinha;44590000
BA;Santaluz;48880000
BA;Santana;47700000
BA;Santanópolis;44260000
BA;Santo Amaro;44200000
BA;Santo Antônio de Jesus;44570001
BA;Santo Antônio de Jesus;44570001
BA;Santo Estêvão;44190000
BA;São Desidério;47820000
BA;São Domingos;48895000
BA;São Felipe;44550000
BA;São Félix;44360000
BA;São Félix do Coribe;47665000
BA;São Francisco do Conde;43900000
BA;São Gabriel;44915000
BA;São Gonçalo dos Campos;44330000
BA;São José da Vitória;45620000
BA;São José do Jacuípe;44698000
BA;São Miguel das Matas;44580000
BA;São Sebastião do Passé;43850000
BA;Sapeaçu;44530000
BA;Sátiro Dias;48485000
BA;Saubara;44220000
BA;Saúde;44740000
BA;Seabra;46900000
BA;Sebastião Laranjeiras;46450000
BA;Senhor do Bonfim;48970000
BA;Sento Sé;47350000
BA;Serra do Ramalho;47630000
BA;Serra Dourada;47740000
BA;Serra Preta;44660000
BA;Serrinha;48700000
BA;Serrolândia;44710000
BA;Simões Filho;43700000
BA;Sítio do Mato;47610000
BA;Sítio do Quinto;48565000
BA;Sobradinho;48925000
BA;Souto Soares;46990000
BA;Tabocas do Brejo Velho;47760000
BA;Tanhaçu;46600000
BA;Tanque Novo;46580000
BA;Tanquinho;44160000
BA;Taperoá;45430000
BA;Tapiramutá;44840000
BA;Teixeira de Freitas;45985001
BA;Teixeira de Freitas;45985001
BA;Teodoro Sampaio;44280000
BA;Teofilândia;48770000
BA;Teolândia;45465000
BA;Terra Nova;44270000
BA;Tremedal;45170000
BA;Tucano;48790000
BA;Uauá;48950000
BA;Ubaíra;45310000
BA;Ubaitaba;45545000
BA;Ubatã;45550000
BA;Uibaí;44950000
BA;Umburanas;44798000
BA;Una;45690000
BA;Urandi;46350000
BA;Uruçuca;45680000
BA;Utinga;46810000
BA;Valença;45400000
BA;Valente;48890000
BA;Várzea da Roça;44635000
BA;Várzea do Poço;44715000
BA;Várzea Nova;44690000
BA;Varzedo;44565000
BA;Vera Cruz;44470000
BA;Vereda;45955000
BA;Vitória da Conquista;45000001
BA;Vitória da Conquista;45000001
BA;Wagner;46970000
BA;Wanderley;47940000
BA;Wenceslau Guimarães;45460000
BA;Xique-Xique;47400000
CE;Abaiara;63240000
CE;Acarape;62785000
CE;Acaraú;62580000
CE;Acopiara;63560000
CE;Aiuaba;63575000
CE;Alcântaras;62120000
CE;Altaneira;63195000
CE;Alto Santo;62970000
CE;Amontada;62540000
CE;Antonina do Norte;63570000
CE;Apuiarés;62630000
CE;Aquiraz;61700000
CE;Aracati;62800000
CE;Aracoiaba;62750000
CE;Ararendá;62210000
CE;Araripe;63170000
CE;Aratuba;62762000
CE;Arneiroz;63670000
CE;Assaré;63140000
CE;Aurora;63360000
CE;Baixio;63320000
CE;Banabuiú;63960000
CE;Barbalha;63180000
CE;Barreira;62795000
CE;Barro;63380000
CE;Barroquinha;62410000
CE;Baturité;62760000
CE;Beberibe;62840000
CE;Bela Cruz;62570000
CE;Boa Viagem;63870000
CE;Brejo Santo;63260000
CE;Camocim;62400000
CE;Campos Sales;63150000
CE;Canindé;62700000
CE;Capistrano;62748000
CE;Caridade;62730000
CE;Cariré;62184000
CE;Caririaçu;63220000
CE;Cariús;63530000
CE;Carnaubal;62375000
CE;Cascavel;62850000
CE;Catarina;63595000
CE;Catunda;62297000
CE;Caucaia;61600001
CE;Caucaia;61600001
CE;Cedro;63400000
CE;Chaval;62420000
CE;Choró;63950000
CE;Chorozinho;62875000
CE;Coreaú;62160000
CE;Crateús;63700000
CE;Crateús;63700001
CE;Crato;63100001
CE;Crato;63100001
CE;Croatá;62390000
CE;Cruz;62595000
CE;Deputado Irapuan Pinheiro;63645000
CE;Ererê;63470000
CE;Eusébio;61760000
CE;Farias Brito;63185000
CE;Forquilha;62115000
CE;Fortaleza;60000001
CE;Fortaleza;60000001
CE;Fortim;62815000
CE;Frecheirinha;62340000
CE;General Sampaio;62738000
CE;Graça;62365000
CE;Granja;62430000
CE;Granjeiro;63230000
CE;Groairas;62190000
CE;Guaiúba;61890000
CE;Guaraciaba do Norte;62380000
CE;Guaramiranga;62766000
CE;Hidrolândia;62270000
CE;Horizonte;62880001
CE;Horizonte;62880001
CE;Ibaretama;63970000
CE;Ibiapina;62360000
CE;Ibicuitinga;62955000
CE;Icapuí;62810000
CE;Icó;63430000
CE;Iguatu;63500001
CE;Iguatu;63500001
CE;Independência;63640000
CE;Ipaporanga;62215000
CE;Ipaumirim;63340000
CE;Ipu;62250000
CE;Ipueiras;62230000
CE;Iracema;62980000
CE;Irauçuba;62620000
CE;Itaiçaba;62820000
CE;Itaitinga;61880000
CE;Itapajé;62600000
CE;Itapipoca;62500001
CE;Itapipoca;62500001
CE;Itapiúna;62740000
CE;Itarema;62590000
CE;Itatira;62720000
CE;Jaguaretama;63480000
CE;Jaguaribara;63490000
CE;Jaguaribe;63475000
CE;Jaguaruana;62823000
CE;Jardim;63290000
CE;Jati;63275000
CE;Jijoca de Jericoacoara;62598000
CE;Juazeiro do Norte;63000001
CE;Juazeiro do Norte;63000001
CE;Jucás;63580000
CE;Lavras da Mangabeira;63300000
CE;Limoeiro do Norte;62930000
CE;Madalena;63860000
CE;Maracanaú;61900001
CE;Maracanaú;61900001
CE;Maranguape;61940001
CE;Maranguape;61940001
CE;Marco;62560000
CE;Martinópole;62450000
CE;Massapê;62140000
CE;Mauriti;63210000
CE;Meruoca;62130000
CE;Milagres;63250000
CE;Milhã;63635000
CE;Miraíma;62530000
CE;Missão Velha;63200000
CE;Mombaça;63610000
CE;Monsenhor Tabosa;63780000
CE;Morada Nova;62940000
CE;Moraújo;62480000
CE;Morrinhos;62550000
CE;Mucambo;62170000
CE;Mulungu;62764000
CE;Nova Olinda;63165000
CE;Nova Russas;62200000
CE;Novo Oriente;63740000
CE;Ocara;62755000
CE;Orós;63520000
CE;Pacajus;62870000
CE;Pacatuba;61800001
CE;Pacatuba;61800001
CE;Pacoti;62770000
CE;Pacujá;62180000
CE;Palhano;62910000
CE;Palmácia;62780000
CE;Paracuru;62680000
CE;Paraipaba;62685000
CE;Parambu;63680000
CE;Paramoti;62736000
CE;Pedra Branca;63630000
CE;Penaforte;63280000
CE;Pentecoste;62640000
CE;Pereiro;63460000
CE;Pindoretama;62860000
CE;Piquet Carneiro;63605000
CE;Pires Ferreira;62255000
CE;Poranga;62220000
CE;Porteiras;63270000
CE;Potengi;63160000
CE;Potiretama;62990000
CE;Quiterianópolis;63650000
CE;Quixadá;63900001
CE;Quixadá;63900001
CE;Quixelô;63515000
CE;Quixeramobim;63800000
CE;Quixeré;62920000
CE;Redenção;62790000
CE;Reriutaba;62260000
CE;Russas;62900000
CE;Saboeiro;63590000
CE;Salitre;63155000
CE;Santa Quitéria;62280000
CE;Santana do Acaraú;62150000
CE;Santana do Cariri;63190000
CE;São Benedito;62370000
CE;São Gonçalo do Amarante;62670000
CE;São João do Jaguaribe;62965000
CE;São Luís do Curu;62665000
CE;Senador Pompeu;63600000
CE;Senador Sá;62470000
CE;Sobral;62000001
CE;Sobral;62000001
CE;Solonópole;63620000
CE;Tabuleiro do Norte;62960000
CE;Tamboril;63750000
CE;Tarrafas;63145000
CE;Tauá;63660000
CE;Tejuçuoca;62610000
CE;Tianguá;62320000
CE;Trairi;62690000
CE;Tururu;62655000
CE;Ubajara;62350000
CE;Umari;63310000
CE;Umirim;62660000
CE;Uruburetama;62650000
CE;Uruoca;62460000
CE;Varjota;62265000
CE;Várzea Alegre;63540000
CE;Viçosa do Ceará;62300000
DF;Brasília;70000001
DF;Brasília;73000001
DF;Brasília;70000001
DF;Brasília;73000001
ES;Afonso Cláudio;29600000
ES;Água Doce do Norte;29820000
ES;Águia Branca;29795000
ES;Alegre;29500000
ES;Alfredo Chaves;29240000
ES;Alto Rio Novo;29760000
ES;Anchieta;29230000
ES;Apiacá;29450000
ES;Aracruz;29190001
ES;Aracruz;29190001
ES;Atílio Vivácqua;29490000
ES;Baixo Guandu;29730000
ES;Barra de São Francisco;29800000
ES;Boa Esperança;29845000
ES;Bom Jesus do Norte;29460000
ES;Brejetuba;29630000
ES;Cachoeiro de Itapemirim;29300001
ES;Cachoeiro de Itapemirim;29300001
ES;Cariacica;29140001
ES;Cariacica;29140001
ES;Castelo;29360000
ES;Colatina;29700001
ES;Colatina;29700001
ES;Conceição da Barra;29960000
ES;Conceição do Castelo;29370000
ES;Divino de São Lourenço;29590000
ES;Domingos Martins;29260000
ES;Dores do Rio Preto;29580000
ES;Ecoporanga;29850000
ES;Fundão;29185000
ES;Governador Lindenberg;29720000
ES;Guaçuí;29560000
ES;Guarapari;29200001
ES;Guarapari;29200001
ES;Ibatiba;29395000
ES;Ibiraçu;29670000
ES;Ibitirama;29540000
ES;Iconha;29280000
ES;Irupi;29398000
ES;Itaguaçu;29690000
ES;Itapemirim;29330000
ES;Itarana;29620000
ES;Iúna;29390000
ES;Jaguaré;29950000
ES;Jerônimo Monteiro;29550000
ES;João Neiva;29680000
ES;Laranja da Terra;29615000
ES;Linhares;29900001
ES;Linhares;29900001
ES;Mantenópolis;29770000
ES;Marataízes;29345000
ES;Marechal Floriano;29255000
ES;Marilândia;29725000
ES;Mimoso do Sul;29400000
ES;Montanha;29890000
ES;Mucurici;29880000
ES;Muniz Freire;29380000
ES;Muqui;29480000
ES;Nova Venécia;29830000
ES;Pancas;29750000
ES;Pedro Canário;29970000
ES;Pinheiros;29980000
ES;Piúma;29285000
ES;Ponto Belo;29885000
ES;Presidente Kennedy;29350000
ES;Rio Bananal;29920000
ES;Rio Novo do Sul;29290000
ES;Santa Leopoldina;29640000
ES;Santa Maria de Jetibá;29645000
ES;Santa Teresa;29650000
ES;São Domingos do Norte;29745000
ES;São Gabriel da Palha;29780000
ES;São José do Calçado;29470000
ES;São Mateus;29930001
ES;São Mateus;29930001
ES;São Roque do Canaã;29665000
ES;Serra;29160001
ES;Serra;29160001
ES;Sooretama;29927000
ES;Vargem Alta;29295000
ES;Venda Nova do Imigrante;29375000
ES;Viana;29130001
ES;Viana;29130001
ES;Vila Pavão;29843000
ES;Vila Valério;29785000
ES;Vila Velha;29100001
ES;Vila Velha;29100001
ES;Vitória;29000001
ES;Vitória;29000001
GO;Abadia de Goiás;75345000
GO;Abadiânia;72940000
GO;Acreúna;75960000
GO;Adelândia;76155000
GO;Água Fria de Goiás;73780000
GO;Água Limpa;75665000
GO;Águas Lindas de Goiás;72910001
GO;Águas Lindas de Goiás;72910001
GO;Alexânia;72930000
GO;Aloândia;75615000
GO;Alto Horizonte;76560000
GO;Alto Paraíso de Goiás;73770000
GO;Alvorada do Norte;73950000
GO;Amaralina;76493000
GO;Americano do Brasil;76165000
GO;Amorinópolis;76140000
GO;Anápolis;75000001
GO;Anápolis;75000001
GO;Anhangüera;75770000
GO;Anicuns;76170000
GO;Aparecida de Goiânia;74900001
GO;Aparecida de Goiânia;74900001
GO;Aparecida do Rio Doce;75827000
GO;Aporé;75825000
GO;Araçu;75410000
GO;Aragarças;76240000
GO;Aragoiânia;75360000
GO;Araguapaz;76720000
GO;Arenópolis;76235000
GO;Aruanã;76710000
GO;Aurilândia;76120000
GO;Avelinópolis;75395000
GO;Baliza;76250000
GO;Barro Alto;76390000
GO;Bela Vista de Goiás;75240000
GO;Bom Jardim de Goiás;76245000
GO;Bom Jesus;75570000
GO;Bonfinópolis;75195000
GO;Bonópolis;76555000
GO;Brazabrantes;75440000
GO;Britânia;76280000
GO;Buriti Alegre;75660000
